index,domain,subject,topic,problem,solution,answers,answer_type,unit,is_multiple_answer,language,level
3148,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Consider an ideal gas composed of $N$ fermions with spin $\frac{1}{2}$, occupying a volume $V$. In the limit of absolute zero temperature, calculate the Pauli spin susceptibility and prove that in Gaussian units, the susceptibility can be expressed as $3 \mu_{\mathrm{B}}^{2} N / 2 \mu(0) V$, where $\mu_{\mathrm{B}}$ is the Bohr magneton and $\mu(0)$ is the chemical potential at absolute zero. Assume that the interaction energy of each fermion with an external magnetic field is $2 \mu_{\mathrm{B}} H s_{z}$, where $s_{z}$ is the $z$ component of the spin.","In the case where $\mu(0) \gg \mu_{\mathrm{B}} H$, the magnetization is:

$$
M=\mu_{\mathrm{B}}\left(N_{-}-N_{+}\right) / V=\frac{3 \mu_{\mathrm{B}}^{2} N}{2 \mu(0) V} H=\chi H
$$

Therefore, the Pauli spin susceptibility is:

$$
\chi=\frac{3 N \mu_{\mathrm{B}}^{2}}{2 \mu(0) V}
$$",\boxed{\frac{3 N \mu_{\mathrm{B}}^{2}}{2 \mu(0) V}},EX,,False,EN,
3149,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,"A Bose gas contains $N$ particles, where $N \gg 1$. Each particle has two energy levels, with energies of 0 and $\varepsilon$, respectively; the degeneracies are $g_{1}$ and $g_{2}$. Find the occupation numbers of the lower energy level $N_1$ and the higher energy level $N_2$ when the occupation number of the lower energy level is twice that of the higher energy level.","Let $N_{1}$ and $N_{2}$ be the occupation numbers of the lower and higher energy levels, respectively, then $N_{1} + N_{2} = N$. Thus, given $N_{1} = 2N_{2}$, we have

\[
N_{1} = \frac{2N}{3} \tag{1}
\]
\[
N_{2} = \frac{N}{3} \tag{2}
\]","\boxed{\frac{2N}{3}, \frac{N}{3}}","NV, NV","None, None",True,EN,Knowledge Recall
3150,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,"Inside a cube with side length \( L \), which is empty, its walls are maintained at an absolute temperature \( T \) and are in thermal equilibrium with the electromagnetic field radiation inside. Find the average electromagnetic energy density in the frequency interval between \(\omega\) and \(\omega+\mathrm{d} \omega\), expressed as a function of frequency \(\omega\) and temperature \(T\) (if starting from a known distribution function, such as the Maxwell-Boltzmann distribution, Planck distribution, etc., the function used does not need to be derived).","The average electromagnetic energy \(\mathrm{d} E_{p}\) in the momentum interval between \(p\) and \(p+\mathrm{d} p\) is given by

\[
\mathrm{d} E_{p} = 2 \cdot \frac{V}{(2 \pi \hbar)^{3}} \cdot \frac{4 \pi p^{2} \mathrm{d} p \cdot \hbar \omega}{\mathrm{e}^{\hbar \omega / k T}-1}
\]

The factor 2 corresponds to the two polarizations of the electromagnetic wave, with \(V=L^{3}\). Using \(p=\hbar \omega / c\), we can find the average electromagnetic energy \(\mathrm{d} E_{\omega}\) in the frequency interval between \(\omega\) and \(\omega+\mathrm{d} \omega\),

\[
\mathrm{d} E_{\omega} = \frac{V \hbar}{\pi^{2} c^{3}} \frac{\omega^{3} \mathrm{~d} \omega}{\mathrm{e}^{\hbar \omega / k T}-1}
\]

The corresponding energy density is

\[
\mathrm{d} u_{\omega} = \frac{\hbar}{\pi^{2} c^{3}} \frac{\omega^{3} \mathrm{~d} \omega}{\mathrm{e}^{\hbar \omega / k T}-1}
\]","\[
\boxed{\mathrm{d} u_{\omega} = \frac{\hbar}{\pi^{2} c^{3}} \frac{\omega^{3} \mathrm{~d} \omega}{\mathrm{e}^{\hbar \omega / k T}-1}}
\]",EX,,False,EN,Laws Application
3151,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,"Consider a gas composed of the same kind of non-interacting, non-relativistic bosons. Discuss whether Bose-Einstein condensation in three-dimensional gases also occurs in one-dimensional boson gases, and explain the reasons.","For a one-dimensional gas of length $L$,

$$
N = \frac{\sqrt{2 m} L}{2 h} \int_{0}^{\infty} \frac{\mathrm{d} \varepsilon}{\sqrt{\varepsilon}\left(\mathrm{e}^{(\varepsilon-\mu) / k T}-1\right)}
$$

When $\mu = 0$, the integral diverges. Therefore, Bose-Einstein condensation does not occur. Of course, these conclusions are directly related to setting $\mu = 0$.",\boxed{No},TF,,False,EN,Laws Application
3152,Mechanics and Thermodynamics,Statistical Mechanics,Kinetic Theory of Gases,Consider a cubic container with an edge length of 10 cm that contains helium gas under standard conditions. Estimate the order of magnitude of the number of atomic collisions with a wall of the container per unit time.,"Under standard conditions, the pressure \( p \approx 10^{6} \text{ dyn/cm}^2 \) and the temperature \( T \approx 273 \text{ K} \). The number of collisions per unit time is

\[
N \approx \frac{1}{6} \bar{v} n \cdot S = \frac{2 p S}{3 \sqrt{2 \pi m k T}} \approx 5 \times 10^{25} \text{ s}^{-1}
\]

where \(\bar{v}\) is the average speed, \(n\) is the number density of gas molecules, and \(S\) is the surface area of one wall of the container.",\boxed{5 \times 10^{25}},NV,,False,EN,Laws Application
3153,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,"Given that the equation of state for a weakly degenerate Bose gas is $p=n k T\left(1-0.1768 y-3.300 \times 10^{-3} y^{2}\right)$, find the internal energy $U$ of the weakly degenerate Bose gas.","The internal energy $U$ of a non-relativistic ideal gas is $U=3 p V / 2$. From the pressure equation, the internal energy of the weakly degenerate Bose gas can be expressed as

\begin{equation*}
U=\frac{3}{2} N k T\left(1-0.1768 y-3.300 \times 10^{-3} y^{2}\right) \tag{3}
\end{equation*}",\boxed{U=\frac{3}{2} N k T\left(1-0.1768 y-3.300 \times 10^{-3} y^{2}\right)},EQ,,False,EN,Laws Application
3154,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Consider the scenario where phonons (quantum of sound waves) follow Fermi-Dirac statistics instead of Bose-Einstein statistics. Under this assumption, for temperatures $T$ much higher than the Debye temperature $T_{\mathrm{D}}$, determine the relationship between heat capacity and temperature without calculating the constant factors.","If phonons obey Fermi-Dirac statistics instead of Bose-Einstein statistics, the internal energy of the solid is given by

\[
U=U_{0}+\int_{0}^{\omega_{D}} \frac{\hbar \omega D(\omega) \mathrm{d} \omega}{\exp (\hbar \omega / k T)+1}=U_{0}+9 N k T x^{-3} \int_{0}^{x} \frac{y^{3} \mathrm{~d} y}{\exp (y)+1}
\]

where $x=\hbar \omega_{\mathrm{D}} / k T=T_{\mathrm{D}} / T$, $T_{\mathrm{D}}=\hbar \omega_{\mathrm{D}} / k$ is the Debye temperature, and $y=\hbar \omega / k T$. When $T \gg T_{\mathrm{D}}$, $x \ll 1$, and $\exp (y) \approx 1$, the internal energy approximates to

\[
U \approx U_{0}+\frac{9}{8} N \hbar \omega_{\mathrm{D}}=U_{0}+\frac{9}{8} N k T 
\]

In this situation, the specific heat capacity at constant volume $c_{v} \approx 0$.",\boxed{c_{v} \approx 0},NV,,False,EN,
3155,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,"Consider replacing the usual three-dimensional black body with an $r$-dimensional black body, where $r$ is a positive integer. The energy of a photon is given by $\varepsilon = \hbar \omega$, where $\omega$ is the angular frequency. The chemical potential of the photon gas is $\mu = 0$. According to the Bose-Einstein distribution, the number of photons in a quantum state with energy $\varepsilon$ is

\[
f = \frac{1}{\exp(\varepsilon / kT) - 1}
\]

Assuming that the radiation consists of standing waves in an $r$-dimensional cube with side length $a$, determine the spatial variation of the field vector in the expression.","The spatial variation of the field vector is given by:

\[
\prod_{i=1}^{r} \sin \left(k_{i} x_{i}\right) = \prod_{i=1}^{r} \sin \left(\frac{n_{i} x_{i} \pi}{a}\right)
\]","\[
\boxed{\prod_{i=1}^{r} \sin \left(\frac{n_{i} x_{i} \pi}{a}\right)}
\]",EX,,False,EN,Math Derivation
3156,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,"Consider a photon gas at temperature $T$ within a volume $V$. Photons have zero rest mass, i.e., $\varepsilon = p c$. The energy density can be expressed as $\frac{\bar{E}}{V} = \int_{0}^{\infty} \rho(\omega) \mathrm{d} \omega$. Determine the energy density spectrum $\rho(\omega)$.","The energy density of the photon gas is given by

$$
\frac{\bar{E}}{V}=\int \frac{\omega^{2}}{\pi^{2} c^{3}} \frac{\mathrm{d} \omega}{\mathrm{e}^{\hbar \omega / k T}-1}=\frac{(k T)^{4}}{\pi^{2} c^{3} \hbar^{3}} \int_{0}^{\infty} \frac{\xi^{3} \mathrm{d} \xi}{\mathrm{e}^{\xi}-1}
$$

Therefore, the energy density spectrum is

$$
\rho(\omega)=\frac{\hbar \omega^{3}}{\pi^{2} c^{3} (\mathrm{e}^{\hbar \omega / k T}-1)}
$$",\boxed{\rho(\omega)=\frac{\hbar \omega^{3}}{\pi^{2} c^{3} (\mathrm{e}^{\hbar \omega / k T}-1)}},EQ,,False,EN,Math Derivation
3157,Mechanics and Thermodynamics,Statistical Mechanics,Kinetic Theory of Gases,"A thin-walled container with a volume of $V$ contains $N_{0}$ ideal gas molecules, maintaining a constant temperature. Starting from time $t=0$, the molecules in the container escape through a small hole with an area of $A$ in the wall. Assuming that the pressure outside the container can be neglected, calculate the number of molecules remaining in the container at time $t$. Express the result in terms of $N_{0}$, $A$, $V$, and the average speed $\bar{v}$.","Considering the initial condition $N(0) = N_{0}$, the solution is

$$
N(t) = N_{0} \mathrm{e}^{-A \bar{v} t / 4 V}
$$

This is the number of molecules remaining in the container at time $t$.",\(\boxed{N(t) = N_{0} \mathrm{e}^{-A \bar{v} t / 4 V}}\),EQ,,False,EN,Math Derivation
3158,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"Due to the Doppler effect, the emission spectral lines of the gas in a high-temperature furnace are broadened. Determine the average wavelength \(\bar{\lambda}\) of the spectral line and the dispersion width \(\Delta \lambda = \sqrt{\overline{(\lambda-\bar{\lambda})^{2}}}\).","Using equation (2), we obtain the average wavelength as

\[
\bar{\lambda} = \int_{0}^{2 \lambda_{0}} \lambda h(\lambda) \mathrm{d} \lambda = \int_{-\lambda_{0}}^{\lambda_{0}}\left(\lambda^{*} + \lambda_{0}\right) h\left(\lambda^{*} + \lambda_{0}\right) \mathrm{d} \lambda^{*} = \lambda_{0} \int_{0}^{2 \lambda_{0}} h(\lambda) \mathrm{d} \lambda = \lambda_{0} \tag{4}
\]

where \(\lambda^{*} = \lambda - \lambda_{0}\). Also, the average of the square of the wavelength is

\[
\overline{\lambda^{2}} = \int_{0}^{2 \lambda_{0}} \lambda^{2} h(\lambda) \mathrm{d} \lambda = \int_{-\lambda_{0}}^{\lambda_{0}}\left(\lambda^{*} + \lambda_{0}\right)^{2} h\left(\lambda^{*} + \lambda_{0}\right) \mathrm{d} \lambda^{*} = \lambda_{0}^{2} + \frac{k T \lambda_{0}^{2}}{m c^{2}} \tag{5}
\]

From equations (4) and (5), we find the dispersion width of the wavelength to be

\[
\Delta \lambda = \sqrt{\overline{(\lambda-\bar{\lambda})^{2}}} = \frac{1}{c} \sqrt{\frac{k T}{m}} \lambda_{0} \tag{6}
\]","\boxed{\lambda_{0}, \frac{1}{c} \sqrt{\frac{k T}{m}} \lambda_{0}}","EX, EX","None, \text{m}",True,EN,Math Derivation
3159,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Find the chemical potential $\mu_0$ of a strongly degenerate Fermi gas at a temperature $T \approx 0 \, \mathrm{K}$. The density of states for the gas is given by

\begin{equation*}
D(\varepsilon) = a \sqrt{\varepsilon}
\end{equation*}

where $a = \frac{2 \pi g V (2 m)^{3/2}}{h^3}$ and $g$ is the degeneracy factor.","Let $\mu_0 = \mu(T = 0 \, \mathrm{K})$. The chemical potential can be determined by the integration:

\begin{equation*}
N = \int_{0}^{\mu_0} D(\varepsilon) \, \mathrm{d} \varepsilon = \frac{2}{3} a \mu_0^{3/2}
\end{equation*}

Therefore, the chemical potential $\mu_0$ is

\begin{equation*}
\mu_0 = \left(\frac{3 N}{2 a}\right)^{2/3}
\end{equation*}",\boxed{\left(\frac{3 N}{2 a}\right)^{2/3}},NV,,False,EN,Math Derivation
3160,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,A one-dimensional quantum harmonic oscillator (whose ground state energy is $\frac{1}{2} \hbar \omega$) is in thermal equilibrium with a heat reservoir at temperature $T$. Find the root mean square fluctuation $\Delta E$ of the energy concerning $\bar{E}$.,"\[  
\Delta E = \sqrt{k T^{2} \frac{\partial \bar{E}}{\partial T}} = \frac{\hbar \omega}{2 \sinh\left(\frac{\hbar \omega}{2 k T}\right)}  
\]",\boxed{\frac{\hbar \omega}{2 \sinh\left(\frac{\hbar \omega}{2 k T}\right)}},NV,,False,EN,Math Derivation
3161,Mechanics and Thermodynamics,Statistical Mechanics,Kinetic Theory of Gases,Consider a non-interacting relativistic Fermi gas at zero temperature. Write down the pressure and energy density in the rest frame of the gas. What is the equation of state?,"The energy-momentum relation for relativistic particles is given by \(\varepsilon = p c\), thus the energy density

$$
u = \frac{4 \pi}{h^{3}}(2 J+1) \int_{0}^{p_{\mathrm{F}}} \varepsilon p^{2} \, \mathrm{d} p = (2 J+1) \frac{\pi c}{h^{3}} p_{\mathrm{F}}^{4}
$$

where \( J \) denotes the spin quantum number of the fermions, and \( p_{\mathrm{F}} \) is determined by \( N=(2 J+1) \frac{V}{h^{3}} \frac{4}{3} \pi p_{\mathrm{F}}^{3} \), therefore,

$$
u = \hbar c \left[\frac{81 \pi^{2}}{32(2 J+1)}\right]^{1 / 3}\left(\frac{N}{V}\right)^{4 / 3}
$$

The pressure \( p = -\left(\frac{\partial E}{\partial V}\right)_{N} = \frac{1}{3} u\), hence the equation of state is

$$
p V = \frac{1}{3} E
$$",\boxed{p V = \frac{1}{3} E},EQ,,False,EN,Math Derivation
3162,Mechanics and Thermodynamics,Statistical Mechanics,Kinetic Theory of Gases,"From the results of the previous problem-solving step, it is concluded that the pressure of blackbody radiation depends only on temperature, \( p = p(T) \), and that the internal energy \( U \) is given by \( U = 3pV \), where \( V \) is the volume of the cavity. Using these two facts, derive the functional form of \( p(T) \) based purely on thermodynamical reasoning. The result may differ by an unknown constant factor.","From \(\left(\frac{\partial F}{\partial V}\right)_{T} = -p = -\frac{1}{3} u(T)\), and considering the free energy \( F \) as an extensive quantity, we obtain \( F = -\frac{1}{3} u(T) V \). Since \( S = -\left(\frac{\partial F}{\partial T}\right)_{V} = \frac{1}{3} \frac{\mathrm{d} u(T)}{\mathrm{d} T} V \), and noting that \( F = U - TS \), we derive \(\mathrm{d} u / u = 4 \mathrm{~d} T / T\), hence \( u = a T^{4} \). Consequently, \( p = \frac{1}{3} a T^{4} \), where \( a \) is a constant.",\boxed{p=\frac{1}{3} a T^{4}},EQ,,False,EN,Math Derivation
3163,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"Consider a box with volume \( V \), containing electron-positron pairs and photons, which is in equilibrium at temperature \( T = (k \beta)^{-1} \). Assume this equilibrium is established by the reaction \( \gamma \leftrightarrow \mathrm{e}^{+} + \mathrm{e}^{-} \). The reaction does not occur in free space, but the walls of the box can be assumed to act as a catalyst. Apart from facilitating the reaction, ignore the influence of the walls. Find the chemical potential of the fermions.","For a chemical reaction \( \mathrm{A} \leftrightarrow \mathrm{B} + \mathrm{C} \) at equilibrium, \( \mu_{\mathrm{A}} = \mu_{\mathrm{B}} + \mu_{\mathrm{C}} \). Since the chemical potential of a photon gas \( \mu_\gamma = 0 \), we have \( \mu_{\mathrm{e}^{+}} + \mu_{\mathrm{e}^{-}} = 0 \). Also, due to particle-antiparticle symmetry, \( \mu_{\mathrm{e}^{+}} = \mu_{\mathrm{e}^{-}} \), thus, we finally have

$$
\mu_{e^{+}} = \mu_{e^{-}} = 0
$$",\boxed{0},NV,,False,EN,Laws Application
3164,Mechanics and Thermodynamics,Statistical Mechanics,Kinetic Theory of Gases,"The cooling of a gas during expansion can be expressed by the formula: $\frac{T_{0}}{T}=1+\frac{M^{2}}{3}$, where $T_{0}$ is the equilibrium temperature inside the container, $T$ is the temperature after expansion, and $M$ is the ratio of the flow speed $v$ to the speed of sound $c$ at temperature $T$ (i.e., the Mach number). Derive a relation similar to $\frac{p_{0}}{p}$ and calculate $M$ when $\frac{p_{0}}{p}=10^{4}$.","Using the adiabatic equation and the result from equation (1), we can obtain
$$
\frac{p_{0}}{p}=\left(\frac{T_{0}}{T}\right)^{\frac{\gamma}{\gamma-1}}=\left(1+\frac{M^{2}}{3}\right)^{\frac{5}{2}}
$$
Thus,
$$
M=\sqrt{3\left[\left(\frac{p_{0}}{p}\right)^{\frac{2}{5}}-1\right]}
$$
When $\frac{p_{0}}{p}=10^{4}$, $M=11$.",\boxed{11},NV,,False,EN,Math Derivation
3165,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,"Consider a non-relativistic spinless ideal Bose gas:  
(3) Assuming \(d \gg \lambda\), find the average energy of the particles, accurate up to the first-order correction term.","Using equation (4), under the condition of weak degeneracy \(\exp (\mu / k T)<1\), we can obtain

\[
\frac{1}{\exp [(\varepsilon-\mu) / k T]-1}=\exp \left(\frac{\mu-\varepsilon}{k T}\right)\left[1+\exp \left(\frac{\mu-\varepsilon}{k T}\right)\right]
= g_{s}^{-1}\left(\frac{\lambda}{d}\right)^{3}\left[\exp \left(-\frac{\varepsilon}{k T}\right)+g_{s}^{-1}\left(\frac{\lambda}{d}\right)^{3} \exp \left(-\frac{2 \varepsilon}{k T}\right)\right]
\]

From equations (2) and (6), we obtain that the average energy of molecules in a weakly degenerate Bose gas is

\[
\bar{\varepsilon}=\frac{1}{N}\int_{0}^{\infty} \varepsilon N(\varepsilon) \mathrm{d} \varepsilon=\frac{3}{2} N k T\left[1-\frac{1}{4 \sqrt{2} g_{s}}\left(\frac{\lambda}{d}\right)^{3}\right]
\]",\boxed{\frac{3}{2} NkT\left[1-\frac{1}{4 \sqrt{2} g_{s}}\left(\frac{\lambda}{d}\right)^{3}\right]},EX,,False,EN,Math Derivation
3166,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,"What is the relationship between the specific heat capacity of an electron gas and temperature in an insulator at low temperatures? In an insulator, electrons fill the full band energy levels. The band gap is large, making it difficult for thermal excitation to enable electrons to cross the band gap and jump into the conduction band.","In an insulator, the specific heat capacity of an electron gas is zero.",\boxed{0},NV,,False,EN,Knowledge Recall
3167,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,Find the internal energy and the specific heat at constant volume of a solid; discuss the high-temperature limit. The solid obeys Bose statistics with the chemical potential $\mu = 0$. Use the relation $pV = kT \ln E$ to derive the relevant physical quantities.,"At high temperatures, if $x_{\mathrm{D}} \ll 1$ and $\exp(x) \approx 1 + x$, then from
\[
\ln \Xi = \frac{3N}{x_{\mathrm{D}}^{3}} \int_{0}^{x_{\mathrm{D}}} \frac{x^{3}}{\exp(x) - 1} \, \mathrm{d}x 
\]
we can obtain
\[
\ln E = N 
\]

Using the relation $pV = kT \ln E$, the pressure of the phonon gas is $p = NkT / V$. The internal energy $U = 3pV = 3NkT$. The specific heat at constant volume, $c_{\mathrm{v}} = (\partial U / \partial T)_{V} = 3Nk$. The enthalpy $H = U + pV = 4pV = 4NkT$. The specific heat at constant pressure $c_{\mathrm{p}} = (\partial H / \partial T)_{p} = 4Nk$. The Gibbs function $G = N\mu = H - TS = 0$. Hence, the entropy $S = H / T = 4Nk$. The free energy $F = U - TS = -NkT$.","\boxed{3N, 3N}","NV, NV","k, kT",True,EN,Math Derivation
3168,Mechanics and Thermodynamics,Statistical Mechanics,Kinetic Theory of Gases,"Calculate the speed of sound \( c_{\mathrm{s}} \) in air at room temperature. The speed of sound is expressed by the adiabatic compressibility of a dilute gas as:

$$
c_{s}^{2} = \gamma \frac{k T}{M}
$$

where \( M \) is the average molecular mass, \( k \) is the Boltzmann constant, and \( \gamma \) is the heat capacity ratio.","The speed of sound is

$$
c_{\mathrm{s}} = \sqrt{\gamma \frac{k T}{M}} = 350\, \text{m/s}
$$",\boxed{350},NV,\text{m/s},False,EN,Knowledge Recall
3169,Mechanics and Thermodynamics,Statistical Mechanics,Kinetic Theory of Gases,"The common method of forming a molecular beam is to open a small hole in the wall, allowing molecules to effuse into the vacuum outside. The total intensity of the molecular beam is defined as the number of molecules escaping per unit time. Determine how the total intensity of the molecular beam changes when the area of the small hole is increased by 4 times.","The total intensity of the molecular beam is given by

$$
I=\frac{1}{4} n \bar{v} A
$$

where the molecular number density $n=p / k T$, $p$ is the pressure, $T$ is the temperature; the average molecular speed $\bar{v}=\sqrt{\frac{8 k T}{\pi m}}$, $m$ is the molecular mass; $A$ is the area of the small hole. Therefore,

$$
I=\frac{1}{4} A p \sqrt{\frac{8}{\pi m k T}}
$$

When other factors remain unchanged and $A \rightarrow 4 A$, then $I \rightarrow 4 I$.",\boxed{4 I},EX,,False,EN,Laws Application
3170,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"A permanent magnetic dipole possesses a magnetic moment $\mu_{\mathrm{m}}$. Derive the expression for the susceptibility of a permanent magnetic dipole in a dilute solution, where the magnetic moment can orient arbitrarily with respect to a weak magnetic field.","A permanent magnetic dipole has a magnetic moment $\mu_{\mathrm{m}}$, which can orient arbitrarily with respect to a weak magnetic field. Let $\theta$ be the angle between the magnetic moment $\mu_{\mathrm{m}}$ and the magnetic field $\boldsymbol{H}$, then the energy of the magnetic moment is $\varepsilon=-\mu_{\mathrm{m}} H \cos \theta$. Therefore, according to the Boltzmann distribution, the probability of the orientation of the magnetic moment $\mu_{\mathrm{m}}$ maintains symmetricity about the direction of the magnetic field $\boldsymbol{H}$; in the direction orthogonal to the magnetic field $\boldsymbol{H}$, the average component of the magnetic moment is zero. Thus, according to the Boltzmann distribution, in thermodynamic equilibrium, the average magnetic moment of a permanent magnetic dipole is given by

\[
\overline{\mu_{\mathrm{m}} \cos \theta} = \frac{\int_{0}^{\pi} \mu_{\mathrm{m}} \cos \theta \sin \theta \exp \left(\frac{\mu_{\mathrm{m}} H \cos \theta}{k T}\right) \mathrm{d} \theta}{\int_{0}^{\pi} \sin \theta \exp \left(\frac{\mu_{\mathrm{m}} H \cos \theta}{k T}\right) \mathrm{d} \theta} = \mu_{\mathrm{m}}\left[\operatorname{coth}\left(\frac{\mu_{\mathrm{m}} H}{k T}\right) - \frac{k T}{\mu_{\mathrm{m}} H}\right] \approx \frac{\mu_{\mathrm{m}}^2 H}{3 k T}
\]

Here, we have used the weak field condition $x = \mu_{\mathrm{m}} H / k T \ll 1, \operatorname{coth} x \approx x^{-1} + x / 3$. Thus, we obtain the classical susceptibility of a permanent magnetic dipole in a dilute solution as

\[
\chi_{\mathrm{mC}} = \frac{\mu_{\mathrm{m}}^2}{3 k T}
\]",\boxed{\chi_{\mathrm{mC}}=\frac{\mu_{\mathrm{m}}^{2}}{3 k T}},EQ,,False,EN,Math Derivation
3171,Mechanics and Thermodynamics,Statistical Mechanics,Bose-Einstein Statistics,"If the Sun is like a black body with a diameter of $10^{6} \, \mathrm{km}$ and a temperature of 6000 K, what is the microwave power it emits per megahertz bandwidth at a wavelength of 3 cm?","For solar radiation in the microwave band at a wavelength of $\lambda = 3 \, \mathrm{cm}$, $x = h \nu / k T \ll 1$, hence $\exp(x) \approx 1 + x$; equation (4) becomes

\begin{equation*}
I(\nu, T) = \frac{2 \pi k T \nu^{2}}{c^{2}} \tag{5}
\end{equation*}

From equation (5), the microwave power emitted by the Sun in the microwave band at a wavelength of $\lambda = 3 \, \mathrm{cm}$ per megahertz bandwidth is

\begin{equation*}
4 \pi R_{\mathrm{s}}^{2} \cdot I(\nu, T) \Delta \nu = 4 \pi R_{\mathrm{s}}^{2} \cdot \frac{2 \pi k T \nu^{2}}{c^{2}} \Delta \nu = 4 \pi R_{\mathrm{s}}^{2} \cdot \frac{2 \pi k T}{\lambda^{2}} \cdot \Delta \nu = 1.82 \times 10^{9} \, \mathrm{W} \tag{6}
\end{equation*}",\boxed{1.82 \times 10^{9}},NV,\mathrm{W},False,EN,Laws Application
3172,Mechanics and Thermodynamics,Statistical Mechanics,Maxwell-Boltzmann Statistics,"A hydrogen molecular gas is initially in equilibrium at a temperature of \( T = 1000 \, \mathrm{K} \). The gas is rapidly cooled to 20 K, with the nuclear spin states of the molecules unchanged, and only the translational and rotational degrees of freedom altered through collisions. The ratio of para-hydrogen to ortho-hydrogen is \( 1:3 \). At the low temperature of 20 K, the rotational energies of each molecule are \(\bar{E}_{\text{rot,para}} = 0\) and \(\bar{E}_{\text{rot,ortho}} = 180 \, \mathrm{K}\). What is the average rotational energy \(\bar{E}_{\text{rot}}\)?","After rapid cooling, para-hydrogen and ortho-hydrogen are no longer in equilibrium with each other, but remain in equilibrium within themselves through collisions. At the low temperature of 20 K, \(\mathrm{e}^{-\beta A} = \mathrm{e}^{-90 / 20} \ll 1\), so both para-hydrogen and ortho-hydrogen are effectively in their ground states. Thus, \(\bar{E}_{\text{rot,para}} = 0\), \(\bar{E}_{\text{rot,ortho}} = A(1+1) \cdot 1 = 2A = 180 \, \mathrm{K}\). Therefore, the average rotational energy is \(\bar{E}_{\text{rot}} = \frac{1}{4} \bar{E}_{\text{rot,para}} + \frac{3}{4} \bar{E}_{\text{rot,ortho}} = 135 \, \mathrm{K}\).",\boxed{135},NV,\mathrm{K},False,EN,Practical Application
3173,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"In the very early universe, neglecting the particle mass and chemical potential compared to \( kT \) is a good approximation. Assume that at \( T \approx 10^{11} \mathrm{~K} \), the main fermions are electrons and positrons. (3) For the assumption made in (1), namely that particles do not interact, is it reasonable? Why? [Hint: What is the average value of the Coulomb interaction energy? The charge of a positron \( =1.6 \times 10^{-19} \mathrm{C} \), Boltzmann constant \( k=1.38 \times 10^{-16} \mathrm{erg} \cdot \mathrm{K}^{-1} \)].","(3) The average separation between particles \( r \propto n^{-1/3} \). The ratio of Coulomb interaction to particle kinetic energy is

\[
\frac{e^{2} / r}{kT} \propto \frac{e^{2} n^{1/3}}{kT} \propto \frac{e^{2}}{\hbar c} \approx \frac{1}{137}
\]

This means the interaction is much smaller than the kinetic energy, indicating that the assumption in (1) is reasonable.","Final Answer:
\boxed{Yes}",TF,,False,EN,
3174,Mechanics and Thermodynamics,Statistical Mechanics,Fermi-Dirac Statistics,"In the very early universe, it is a good approximation to ignore particle mass and chemical potential compared to \( kT \).  
(2) If the gas undergoes a quasistatic adiabatic expansion, how do the average particle number density and energy density depend on the scale of the system?","(2) The quasistatic adiabatic expansion process satisfies the equation \(\mathrm{d}(\rho V)=-p \mathrm{~d} V\). Ignoring mass, we know the pressure \( p = \frac{1}{3} \rho \) (similar to photons), thus we have

\[
\begin{gathered}
\mathrm{d}\rho / \rho = -\frac{4}{3} \mathrm{~d}V / V \\
\rho \propto V^{-4/3}
\end{gathered}
\]

From this, we can also derive \( T \propto V^{-1/3} \), so the particle number density \( n \propto V^{-1} \).","\boxed{\rho \propto V^{-4/3}, n \propto V^{-1}}",EX,"\text{None, None}",True,EN,Math Derivation
