index,domain,subject,topic,problem,solution,answers,answer_type,unit,is_multiple_answer,language,level
4416,Modern Physics,Quantum Mechanics,Central Force and Scattering Problems,"In a diatomic molecule, the relative motion wave function of the two atoms, being the common eigenfunction of $\left(H, L^{2}, L_{z}\right)$, can be expressed as

$$
\psi=R(r) Y_{l m}(\theta, \varphi)=\frac{1}{r} u(r) Y_{l m}(\theta, \varphi)
$$

where the spherical harmonics $Y_{l m}$ describe the rotation of the molecule. The function $u(r)$ satisfies the radial equation

\begin{equation*}
-\frac{\hbar^{2}}{2 \mu} u^{\prime \prime}+\left[V(r)+l(l+1) \frac{\hbar^{2}}{2 \mu r^{2}}\right] u=E u \tag{1}
\end{equation*}

Here, $\mu$ is the reduced mass, $l=0,1,2,\cdots$ is the rotational angular momentum quantum number, and $V(r)$ is the interaction potential between the two atoms. Approximately, $V(r)$ is taken as the harmonic oscillator potential

$$
V(r)=\frac{1}{2} \mu \omega_{0}^{2}(r-R)^{2}
$$

$R$ is the bond length of the molecule, i.e., the distance between the two atomic nuclei when vibration and rotation are completely absent. Assume

\begin{equation*}
\frac{1}{2} \mu \omega_{0}^{2} R^{2} \gg l(l+1) \frac{\hbar^{2}}{2 \mu R^{2}}=E_{l} \tag{2}
\end{equation*}

($E_{l}$ is the rotational energy level of the molecule at $r=R$). Solve: Based on the above description, find the expression for the effective potential energy in the molecular internal motion energy level formula.","To solve the radial equation (1), the effective potential energy is

\begin{equation*}
V_{l}(r)=V(r)+l(l+1) \frac{\hbar^{2}}{2 \mu r^{2}}=\frac{1}{2} \mu \omega_{0}^{2}(r-R)^{2}+l(l+1) \frac{\hbar^{2}}{2 \mu r^{2}} \tag{3}
\end{equation*}",\boxed{V_{l}(r)=\frac{1}{2} \mu \omega_{0}^{2}(r-R)^{2}+l(l+1) \frac{\hbar^{2}}{2 \mu r^{2}}},EQ,,False,EN,
4417,Modern Physics,Quantum Mechanics,Linear Dynamics Problems,Calculate the transmission probability of a particle through a delta potential barrier \( V(x) = V_{0} \delta(x) \) in the momentum representation for \( E > 0 \).,"The stationary Schrödinger equation in momentum representation is given by

\[
\frac{p^{2}}{2 m} \varphi(p) + \int_{-\infty}^{\infty} V_{p p^{\prime}} \varphi\left(p^{\prime}\right) \mathrm{d} p^{\prime} = E \varphi(p), \tag{1}
\]

where

\[
V_{p p^{\prime}} = \frac{1}{2 \pi \hbar} \int_{-\infty}^{\infty} V_{0} \delta(x) \mathrm{e}^{\frac{\mathrm{i}}{\hbar}\left(p^{\prime}-p\right) x} \mathrm{~d} x = \frac{V_{0}}{2 \pi \hbar}, \tag{2}
\]

Since

\[
\psi(x) = \left(\frac{1}{2 \pi \hbar}\right)^{\frac{1}{2}} \int \varphi(p) \mathrm{e}^{\frac{\mathrm{i}}{\hbar} px} \mathrm{~d} p, \tag{3}
\]

from equations (2) and (3) we obtain

\[
\int V_{p p^{\prime}} \varphi(p') \mathrm{d} p' = \frac{V_{0}}{2 \pi \hbar} \int_{-\infty}^{\infty} \varphi\left(p^{\prime}\right) \mathrm{d} p^{\prime} = \frac{V_{0}}{\sqrt{2 \pi \hbar}} \psi(0). \tag{4}
\]

Substituting equations (2) and (4) into equation (1) results in

\[
\left(p^{2} - \hbar^{2} k^{2}\right) \varphi(p) + \frac{2 m V_{0}}{\sqrt{2 \pi \hbar}} \psi(0) = 0, \tag{5}
\]

where \( k = \frac{\sqrt{2 m E}}{\hbar} \). From the property of the delta function

\[
\left(\xi - \xi_{0}\right) \delta\left(\xi - \xi_{0}\right) = 0
\]

the general solution to equation (5) is

\[
\varphi(p) = c_{1} \delta(p - \hbar k) + c_{2} \delta(p + \hbar k) - \frac{2 m V_{0}}{\sqrt{2 \pi \hbar}} \cdot \frac{\psi(0)}{p^{2} - \hbar^{2} k^{2}}, \tag{6}
\]

where \( c_{1}, c_{2}, \psi(0) \) are constants to be determined. Substituting equation (6) into equation (3), we obtain the wave function in the spatial representation:

\[
\psi(x) = \frac{c_{1}}{\sqrt{2 \pi \hbar}} \mathrm{e}^{\mathrm{i} k x} + \frac{c_{2}}{\sqrt{2 \pi \hbar}} \mathrm{e}^{-\mathrm{i} k x} - \frac{2 m V_{0}}{2 \pi \hbar} \psi(0) \int_{-\infty}^{\infty} \frac{\mathrm{d} p}{p^{2} - \hbar^{2} k^{2}} \mathrm{e}^{\frac{\mathrm{i}}{\hbar} p x}, \tag{7}
\]

The integral in equation (7) should be evaluated as the principal value, which can be calculated using contour integration, yielding

\[
\int_{-\infty}^{\infty} \frac{\mathrm{d} p}{p^{2} - \hbar^{2} k^{2}} \mathrm{e}^{\frac{i}{\hbar} p x} = 
\begin{cases} 
\frac{\mathrm{i} \pi}{2 \hbar k}\left(\mathrm{e}^{\mathrm{i} k x} - \mathrm{e}^{-\mathrm{i} k x}\right), & x>0 \\ 
\frac{\mathrm{i} \pi}{2 \hbar k}\left(\mathrm{e}^{-\mathrm{i} k x} - \mathrm{e}^{\mathrm{i} k x}\right), & x<0 
\end{cases}
\tag{8}
\]

From equations (7) and (8) we obtain

\[
\psi(0) = \frac{c_{1} + c_{2}}{\sqrt{2 \pi \hbar}}, \tag{9}
\]

Substituting equations (8) and (9) into equation (7) yields

\[
\sqrt{2 \pi \hbar} \psi(x) = c_{1} \mathrm{e}^{\mathrm{i} k x} + c_{2} \mathrm{e}^{-\mathrm{i} k x} - \frac{\mathrm{i} m V_{0}}{2 \hbar^{2} k}\left(c_{1} + c_{2}\right)\left(\mathrm{e}^{\mathrm{i} k x} - \mathrm{e}^{-\mathrm{i} k x}\right), \quad x > 0
\]

Since there is no \( \mathrm{e}^{\mathrm{i} k x} \) term in the region \( x > 0 \), the constants \( c_{1}, c_{2} \) satisfy the relation

\[
c_{2} = -\mathrm{i} \frac{m V_{0}}{2 \hbar^{2} k}\left(c_{1} + c_{2}\right), \tag{10}
\]

Thus

\[
\sqrt{2 \pi \hbar} \psi(x) = c_{1} \mathrm{e}^{\mathrm{i} k x} - \frac{\mathrm{i} m V_{0}}{2 \hbar^{2} k}\left(c_{1} + c_{2}\right) \mathrm{e}^{\mathrm{i} k x} = \left(c_{1} + c_{2}\right) \mathrm{e}^{\mathrm{i} k x},
\]

Accordingly,

\[
\psi(x) = \frac{c_{1} + c_{2}}{\sqrt{2 \pi \hbar}} \mathrm{e}^{\mathrm{i} k x}, \quad x > 0
\]

Similarly,

\[
\psi(x) = \frac{1}{\sqrt{2 \pi \hbar}}\left[\left(c_{1} - c_{2}\right) \mathrm{e}^{\mathrm{i} k x} + 2 c_{2} \mathrm{e}^{-\mathrm{i} k x}\right], \quad x < 0 \tag{11}
\]

Rewriting equation (11) gives

\[
\psi(x) = \mathrm{e}^{\mathrm{i} k x} + R \mathrm{e}^{-\mathrm{i} k x},
\]

Thus \( c_{1} - c_{2} = \sqrt{2 \pi \hbar} \), and the transmission coefficient is

\[
\left|\frac{c_{1} + c_{2}}{c_{1} - c_{2}}\right|^{2} = \left|1 - \frac{2 c_{2}}{c_{1} + c_{2}}\right|^{-2}.
\]

From equation (10) the transmission coefficient is

\[
\frac{1}{1 + \left(\frac{m V_{0}}{\hbar^{2} k}\right)^{2}}.
\]",\boxed{\frac{1}{1+\left(\frac{m V_{0}}{\hbar^{2} k}\right)^{2}}},EX,,False,EN,Laws Application
4418,Modern Physics,Quantum Mechanics,Central Force and Scattering Problems,"For the system $V(r) = -V_{0} \delta(r-a)(V_{0} > 0)$, find the sufficient condition for the existence of bound states in the system.","Example (1)

$$
V(r)=-V_{0} \delta(r-a), \quad V_{0}>0
$$

Because

$$
\beta \int_{0}^{\infty} r^{2}|V(r)| \mathrm{e}^{-2 \beta r} \mathrm{~d} r=\beta \int_{0}^{\infty} r^{2} V_{0} \delta(r-a) \mathrm{e}^{-2 \beta r} \mathrm{~d} r=\beta V_{0} a^{2} \mathrm{e}^{-2 \beta a}
$$

By $\frac{\mathrm{d}}{\mathrm{d} \beta}\left(\beta V_{0} a^{2} \mathrm{e}^{-2 \beta a}\right)=0$, we find $\beta=\frac{1}{2} a$ gives the maximum of $\left(V_{0} a^{2} \beta \mathrm{e}^{-2 \beta a}\right)$

$$
\left.\left(V_{0} a^{2} \beta \mathrm{e}^{-2 \beta a}\right)_{\max }\right|_{\beta=\frac{1}{2} a}=\frac{V_{0} a}{2 e}
$$

That is

$$
\frac{\mu V_{0} a}{\hbar^{2}} \geqslant \frac{e}{4} \approx 0.68
$$

The necessary condition for the system to have bound states is $\frac{\mu V_{0} a}{\hbar^{2}}>0.5$, while the exact calculation gives $\frac{\mu V_{0} a}{\hbar^{2}}>0.5$.","\boxed{\left(\frac{\mu V_{0} a}{\hbar^{2}}, \infty\right)}",IN,,False,EN,Math Derivation
4419,Modern Physics,Quantum Mechanics,Quantum Information Physics,"Consider a system composed of two identical particles. Suppose the possible single-particle states are $\phi_{1}$, $\phi_{2}$, $\phi_{3}$. Determine the number of possible states of the system when the two particles are classical particles.","Classical particles are distinguishable, so $\phi_{1} \phi_{2}$ (the first particle is in state $\phi_{1}$) is different from $\phi_{2} \phi_{1}$ (the first particle is in state $\phi_{2}$). Therefore, there are a total of 9 possible states.",\boxed{9},NV,,False,EN,Knowledge Recall
4420,Modern Physics,Quantum Mechanics,Orbital and Spin Angular Momentum Problems,"For a spin \( s=\frac{1}{2} \) particle, the common eigenfunctions of the operators in spin angular momentum \(\left(L^{2}, J^{2}, J_{z}\right)\) are denoted by \(\phi_{l j m_{j}}\). The operators are defined as:

\[
\Pi_{l}^{+}=\frac{1}{2l+1}(l+1+\boldsymbol{\sigma} \cdot \boldsymbol{L})
\]
\[
\Pi_{l}^{-}=\frac{1}{2l+1}(l-\boldsymbol{\sigma} \cdot \boldsymbol{L}) 
\]

Find the main algebraic relations of these two operators.","From the definitions, we obtain:

\[
\Pi_{l}^{+}+\Pi_{l}^{-}=1
\]

Using the formula:

\[
(\boldsymbol{\sigma} \cdot \boldsymbol{L})^{2}+\boldsymbol{\sigma} \cdot \boldsymbol{L}-l(l+1)=0
\]

We can prove:

\[
\begin{aligned}
& \left(\Pi_{l}^{+}\right)^{2}=\Pi_{l}^{+}, \quad \left(\Pi_{l}^{-}\right)^{2}=\Pi_{l}^{-} \\
& \Pi_{l}^{+} \Pi_{l}^{-}=\Pi_{l}^{-} \Pi_{l}^{+}=0
\end{aligned}
\]","\boxed{\Pi_{l}^{+}+\Pi_{l}^{-}=1, (\Pi_{l}^{+})^{2}=\Pi_{l}^{+}, (\Pi_{l}^{-})^{2}=\Pi_{l}^{-}, \Pi_{l}^{+} \Pi_{l}^{-}=\Pi_{l}^{-} \Pi_{l}^{+}=0}",EQ,"None, None, None, None",True,EN,Math Derivation
4421,Modern Physics,Quantum Mechanics,Few-body Problems,"In a one-dimensional infinite square potential well containing 4 electrons at a temperature of $T=0 \, \mathrm{K}$, where the Coulomb energy between electrons can be neglected, it is known that $E_1 = 6.2 \, \mathrm{eV}$. Find the average energy of the 4 electrons.","For the case of 4 electrons, there are 2 electrons in both $E_{1}$ and $E_{2}$. Therefore, the average energy of the 4 electrons is

$$
E = \frac{1}{4} \left(2 E_{1} + 2 E_{2} \right) = \frac{5}{2} E_{1} = 15.5 \, \mathrm{eV}
$$",\boxed{15.5},NV,\mathrm{eV},False,EN,Knowledge Recall
4422,Modern Physics,Quantum Mechanics,Adiabatic Approximation Problems,"A slightly asymmetric top does not have two moments of inertia $I$ that are exactly equal, but rather $I_{1}-I_{2}=\Delta \neq 0$ and $I_{1}+I_{2}=2 I$, with $\Delta / 2 I \ll 1$. Calculate the energy levels for $J=0$ and $J=1$ to the order of $O(\Delta)$.","In this case, the Hamiltonian of the system is

$$
H =\frac{1}{2 I} J^{2}+\frac{1}{2}\left(\frac{1}{I_{3}}-\frac{1}{I}\right) J_{z}^{2}+\frac{\Delta}{4 I^{2}}\left(J_{y}^{2}-J_{x}^{2}\right)=H_{0}+H^{\prime}
$$

$$
H^{\prime} =\frac{\Delta}{4 I^{2}}\left(J_{y}^{2}-J_{x}^{2}\right)
$$

Note that

$$
J_{x}^{2}-J_{y}^{2}=\frac{1}{2}\left(J_{+}^{2}+J_{-}^{2}\right)
$$

$$
J_{+}^{2}|1,-1\rangle=2 \hbar^{2}|1,1\rangle
$$

$$
J_{-}^{2}|1,1\rangle=2 \hbar^{2}|1,-1\rangle
$$

The rest are zero.

For $H_{0}$, we can directly use the eigenenergies of the symmetric top, and then calculate the perturbation:  
i) $J=0$. No degeneracy $m=0$

$$
E_{00}^{\prime}=E_{00}+\langle 0,0| H^{\prime}|0,0\rangle=E_{00}=0
$$

ii) $J=1, m=0$ No degeneracy

$$
E_{10}^{\prime}=E_{10}+\langle 1,0| H^{\prime}|1,0\rangle=E_{10}=\frac{\hbar^{2}}{I}
$$

iii) $J=1, m= \pm 1$. Double degeneracy, eigenvalue equation is

$$
\left|\begin{array}{cc}
\lambda & -\frac{\Delta \hbar^{2}}{4 I^{2}} \\
-\frac{\Delta \hbar^{2}}{4 I^{2}} & \lambda
\end{array}\right|=0, \quad \lambda_{\pm}= \pm \frac{\Delta \hbar^{2}}{4 I^{2}}
$$

Thus, $E_{1 \pm 1}$ splits into two levels

$$
E_{1 \pm 1}^{( \pm)}=\frac{\hbar^{2}}{2 I}+\frac{\hbar^{2}}{2 I_{3}} \pm \frac{\Delta \hbar^{2}}{4 I^{2}}
$$","\boxed{E_{00}^{\prime} = 0, E_{10}^{\prime} = \frac{\hbar^{2}}{}, E_{1 \pm 1}^{(\pm)} = \frac{\hbar^{2}}{} + \frac{\hbar^{2}}{} \pm \frac{\Delta \hbar^{2}}{}}","EQ, EQ, EX","None, I, 2I, 2I_3, 4I^2",True,EN,Math Derivation
4423,Modern Physics,Quantum Mechanics,Linear Dynamics Problems,"Consider the case of a muon being captured by an aluminum nucleus (Z=13). When the muon enters the inner layers of the ""electron cloud,"" it forms a hydrogen-like muonic atom with the aluminum nucleus. The mass of the muon is 105.7 MeV. Calculate the wavelength (in ) of the photon emitted when this muonic atom decays from the 3d state.","**Solution Method 1:** When \( x < 0 \), the wave function remains in the form as in equation (1). For \( 0 < x < t \), the Schrödinger equation is

\[
-\frac{\hbar^{2}}{2m} \nabla^{2} \psi = 0
\]

If \( \psi \) takes the form: \( \mathrm{e}^{\mathrm{i} k_{y} \cdot y} \cdot \mathrm{e}^{k x} \), then

\[
-k^{\prime 2} + k^{2} = 0, \quad k = \pm k^{\prime}
\]

Thus, the wave function for \( 0 < x < t \) is

\[
\psi_{2}(x, y) = \left(a \mathrm{e}^{k^{\prime} x} + b \mathrm{e}^{-k^{\prime} x}\right) \mathrm{e}^{i k_{y} \cdot y}
\]

Overall, we have

\[
\begin{array}{ll}
x < 0, & \psi_{1}(x) = \mathrm{e}^{\mathrm{i} k_{x} x} + r \mathrm{e}^{-\mathrm{i} k_{x} x} \\
0 < x < t, & \psi_{2}(x) = a \mathrm{e}^{k^{\prime} x} + b \mathrm{e}^{-k^{\prime} x} \\
x > t, & \psi_{3}(x) = c \mathrm{e}^{\mathrm{i} k_{x} x}
\end{array}
\]

Where

\[
k_{x} = \sqrt{\frac{2mE}{\hbar^{2}}} \cos \theta, \quad k^{\prime} = \sqrt{\frac{2mE}{\hbar^{2}}} \sin \theta
\]

Only the \( x \) component is written here. The \( y \) component is simply \( \mathrm{e}^{\mathrm{i} k_{y} \cdot y} \).

\[
k_{y} = \sqrt{\frac{2mE}{\hbar^{2}}} \sin \theta
\]

All boundary conditions are

\[
\begin{gathered}
\left\{
\begin{array}{l}
1+r = a+b \\
\mathrm{i} k_{x}(1-r) = k^{\prime}(a-b) \\
c \mathrm{e}^{\mathrm{i} k_{x} t} = a \mathrm{e}^{k^{\prime} t} + b \mathrm{e}^{-k^{\prime} t}
\end{array}
\right. \\
\mathrm{i} k_{x} \cdot c \mathrm{e}^{\mathrm{i} k_{x} t} = k^{\prime} a \mathrm{e}^{k^{\prime} t} - k^{\prime} b \mathrm{e}^{-k^{\prime} t}
\end{gathered}
\]

Solving, we have

\[
\begin{gathered}
r = \frac{\mathrm{e}^{2 k^{\prime} t} - 1}{1 - \beta^{2} \mathrm{e}^{2 k^{\prime} t}}, \quad \beta = \frac{k^{\prime} - \mathrm{i} k_{x}}{k^{\prime} + \mathrm{i} k_{x}} \\
|R|^{2} = |r|^{2} = \frac{\mathrm{e}^{2 k^{\prime} t} + \mathrm{e}^{-2 k^{\prime} t} - 2}{\mathrm{e}^{2 k^{\prime} t} + \mathrm{e}^{-2 k^{\prime} t} - 2 \cos 4 \theta}
\end{gathered}
\]

**Solution Method 2:** The problem can also be solved by using the method of amplitude superposition, similar to the case of a Fabry-Perot interferometer in optics.

Only considering the \( x \) component, let \( T_{12}, R_{12} \) represent the amplitude transmission and reflection coefficients for the wave from medium 1 to medium 2 respectively. Let \( T_{21}, R_{21} \) represent the amplitude transmission and reflection coefficients for the wave from medium 2 to medium 1 respectively. Given that the incident wave amplitude is 1, the amplitude of the wave emerging from medium 2 is

\[
\begin{aligned}
T & = T_{12} \mathrm{e}^{-\delta} \cdot T_{21} + T_{12} \mathrm{e}^{-\delta} \cdot R_{21} \mathrm{e}^{-2\delta} R_{21} \cdot T_{21} + T_{12} \mathrm{e}^{-\delta} \cdot \left(R_{21} \mathrm{e}^{-2\delta} R_{21}\right)^{2} \cdot T_{21} + \cdots \\
& = T_{12} \mathrm{e}^{-\delta} T_{21} \left[1 + R_{21}^{2} \mathrm{e}^{-2\delta} + \left(R_{21}^{2} \mathrm{e}^{-2\delta}\right)^{2} + \cdots\right] = T_{12} T_{21} \mathrm{e}^{-\delta} \frac{1}{1 - R_{21}^{2} \mathrm{e}^{-2\delta}}
\end{aligned}
\]

Where \( \mathrm{e}^{-\delta} \) is the attenuation coefficient of the wave traveling from one interface to the other in medium 2.

\[
\delta = k^{\prime} t, \quad k^{\prime} = \sqrt{2mE(1 - \cos^{2} \theta)} / \hbar = \sqrt{2mE} \sin \theta / \hbar
\]

Using the result from (1)

\[
R_{12} = \left(k_{1 x} - k_{2 x}\right) / \left(k_{1 x} + k_{2 x}\right), \quad T_{12} = 1 + R_{12} = 2 k_{1} / \left(k_{1 x} + k_{2 x}\right)
\]

However,

\[
\begin{aligned}
& k_{1 x} = \sqrt{2mE} \cos \theta / \hbar \\
& k_{2 x} = \mathrm{i} k^{\prime} = \mathrm{i} \sqrt{2mE} \sin \theta / \hbar
\end{aligned}
\]

So,

\[
\begin{aligned}
& T_{12} = \frac{2 k_{1 x}}{k_{1 x} + k_{2 x}} = \frac{2 \cos \theta}{\cos \theta + \mathrm{i} \sin \theta} = 2 \cos \theta \mathrm{e}^{-\mathrm{i} \theta} \\
& T_{21} = \frac{2 k_{2 x}}{k_{1 x} + k_{2 x}} = \frac{2 \sin \theta}{\cos \theta + \mathrm{i} \sin \theta} = 2 \mathrm{i} \sin \theta \mathrm{e}^{-\mathrm{i} \theta}
\end{aligned}
\]

\[
R_{21} = \frac{k_{2 x} - k_{1 x}}{k_{1 x} + k_{2 x}} = \frac{\mathrm{i} \sin \theta - \cos \theta}{\mathrm{i} \sin \theta + \cos \theta} = \mathrm{e}^{-2 \mathrm{i} \theta}
\]

Thus,

\[
\begin{aligned}
T & = T_{12} T_{21} \mathrm{e}^{-\delta} \frac{1}{1 - R_{21}^{2} \mathrm{e}^{-2\delta}} \\
& = \frac{4 \mathrm{i} \cos \theta \sin \theta \mathrm{e}^{-2 \mathrm{i} \theta} \cdot \mathrm{e}^{-k^{\prime} t}}{1 - \mathrm{e}^{-4 \mathrm{i} \theta} \mathrm{e}^{-2 k^{\prime} t}} \\
& = \frac{2 \mathrm{i} \sin 2 \theta \mathrm{e}^{-2 \mathrm{i} \theta} \mathrm{e}^{-k^{\prime} t}}{1 - \mathrm{e}^{-4 \mathrm{i} \theta} \mathrm{e}^{-2 k^{\prime} t}}
\end{aligned}
\]

Transmittance

\[
\begin{aligned}
|T|^{2} & = \frac{4 \sin^{2} 2 \theta \mathrm{e}^{-2 k^{\prime} t}}{\left(1 - \mathrm{e}^{-2 k^{\prime} t} \cos 4 \theta\right)^{2} + \left(\mathrm{e}^{-2 k^{\prime} t} \sin 4 \theta\right)^{2}} \\
& = \frac{4 \sin^{2} 2 \theta \mathrm{e}^{-2 k^{\prime} t}}{1 + \mathrm{e}^{-4 k^{\prime} t} - 2 \mathrm{e}^{-2 k^{\prime} t} \cos 4 \theta} \\
& = \frac{4 \sin^{2} 2 \theta}{\mathrm{e}^{2 k^{\prime} t} + \mathrm{e}^{-2 k^{\prime} t} - 2 \cos 4 \theta}
\end{aligned}
\]

Reflectance

\[
\begin{aligned}
1 - |T|^{2} & = 1 - \frac{4 \sin^{2} 2 \theta}{\mathrm{e}^{2 k^{\prime} t} + \mathrm{e}^{-2 k^{\prime} t} - 2 \cos 4 \theta} \\
& = \frac{\mathrm{e}^{2 k^{\prime} t} + \mathrm{e}^{-2 k^{\prime} t} - 2}{\mathrm{e}^{2 k^{\prime} t} + \mathrm{e}^{-2 k^{\prime} t} - 2 \cos 4 \theta}
\end{aligned}
\]

Where

\[
k^{\prime} = \sqrt{2mE} \sin \theta / \hbar
\]",\boxed{1.86 \times 10^{-9}},NV,\mathrm{cm},False,EN,Math Derivation
4424,Modern Physics,Quantum Mechanics,Quantum Information Physics,Find the von Neumann entropy \( S(\rho) \) of the density matrix \(\rho = \frac{1}{2}\left(\begin{array}{cc}1 & 0 \\ 0 & 1\end{array}\right)\).,"For the given density matrix, \( S(\rho) = 1 \).",\boxed{1},NV,,False,EN,Knowledge Recall
4425,Modern Physics,Quantum Mechanics,Central Force and Scattering Problems,"At time \( t=0 \), the wave function of a hydrogen atom is given by

\[ 
\psi(r, 0) = \frac{1}{\sqrt{10}} \left[ 2 \psi_{100} + \psi_{210} + \sqrt{2} \psi_{211} + \sqrt{3} \psi_{21-1} \right]
\]

where the indices represent the quantum numbers \( n, l, m \). Ignore spin and radiative transitions. What is the probability of the electron being within \( 10^{-10} \, \text{cm} \) of the proton at \( t=0 \) (an approximate result can be used here)?","Let \( \alpha = 10^{-10} \, \text{cm} \)

\[
\begin{aligned}
& P = \int_{0}^{\alpha} r^{2} \, \mathrm{d}r \, \psi^* \psi \, \mathrm{d}\Omega \\
& = \int_{0}^{\alpha} r^{2} \, \mathrm{d}r \, \frac{1}{10} \left( 4 \left| R_{10} \right|^{2} + 6 \left| R_{21} \right|^{2} \right) \\
& \left| R_{10} \right|^{2} = \frac{4}{a^{3}} \mathrm{e}^{-2r/a}, \quad \left| R_{21} \right|^{2} = \frac{r^{2}}{24 a^{5}} \mathrm{e}^{-r/a}, \quad a = 5.29 \times 10^{-9} \, \text{cm}
\end{aligned}
\]

Since \( \alpha \ll a \), we have

\[
\mathrm{e}^{-2r/a} \approx 1 - \frac{2r}{a}, \quad \mathrm{e}^{-r/a} \approx 1 - \frac{r}{a}
\]

\[
\begin{aligned}
P & \approx \frac{4}{10} \int_{0}^{\alpha} r^{2} \, \mathrm{d}r \, \frac{4}{a^{3}} \left( 1 - \frac{2r}{a} \right) + \frac{6}{10} \int_{0}^{\alpha} r^{2} \, \mathrm{d}r \, \frac{r^{2}}{24 a^{5}} \left( 1 - \frac{r}{a} \right) \\
& = \left[ \frac{4}{3} \left( \frac{\alpha}{a} \right)^{3} - 2 \left( \frac{\alpha}{a} \right)^{4} \right] \frac{4}{10} + \frac{6}{10} \left[ \frac{1}{120} \left( \frac{\alpha}{a} \right)^{5} - \frac{1}{144} \left( \frac{\alpha}{a} \right)^{6} \right] \\
& \approx \frac{8}{15} \left( \frac{\alpha}{a} \right)^{3} \approx 3.6 \times 10^{-6}
\end{aligned}
\]",\boxed{3.6 \times 10^{-6}},NV,,False,EN,Math Derivation
4426,Modern Physics,Quantum Mechanics,Quantum Information Physics,"Consider a system composed of two identical particles. Suppose the possible single-particle states are $\phi_{1}$, $\phi_{2}$, $\phi_{3}$. Determine the number of possible states for the system when the two particles are fermions.","The possible states are $\frac{1}{\sqrt{2}}\left(\phi_{1} \phi_{2}-\phi_{2} \phi_{1}\right)$, $\frac{1}{\sqrt{2}}\left(\phi_{1} \phi_{3}-\phi_{3} \phi_{1}\right)$, $\frac{1}{\sqrt{2}}\left(\phi_{2} \phi_{3}-\phi_{3} \phi_{2}\right)$, resulting in a total of 3 states.",\boxed{3},NV,,False,EN,Knowledge Recall
4427,Modern Physics,Quantum Mechanics,Quantum Information Physics,Find the von Neumann entropy \( S(\rho) \) of the density matrix \(\rho = \left(\begin{array}{cc}1 & 0 \\ 0 & 0\end{array}\right)\).,"For the given density matrix, \( S(\rho) = 0 \).",\boxed{0},NV,,False,EN,Knowledge Recall
4428,Modern Physics,Quantum Mechanics,Orbital and Spin Angular Momentum Problems,"A particle with a magnetic moment and spin $\frac{1}{2}$ is placed in a constant magnetic field along the $x$-axis. At time $t=0$, it is found that the particle has $S_{x} = \frac{1}{2}$. Determine the probability that at any later time the particle will be found to have $S_{y} = -\frac{1}{2}$.","The Hamiltonian of the system (spin part) is given by

$$
H = -\mu_{0} S \cdot B = -\frac{1}{2} \mu_{0} \sigma_{x} B.
$$

In the $\sigma_{x}$ representation, the spin wave function satisfies the Schrödinger equation

$$
\mathrm{i} \hbar \frac{\mathrm{d}}{\mathrm{d} t} \binom{a_{1}}{a_{2}} + \frac{1}{2} \mu_{0} B \begin{pmatrix}
0 & 1 \\
1 & 0
\end{pmatrix} \binom{a_{1}}{a_{2}} = 0
$$

or

$$
\begin{cases}
\mathrm{i} \hbar \frac{\mathrm{d} a_{1}}{\mathrm{d} t} + \frac{1}{2} \mu_{0} B a_{2} = 0 \\
\mathrm{i} \hbar \frac{\mathrm{d} a_{2}}{\mathrm{d} t} + \frac{1}{2} \mu_{0} B a_{1} = 0
\end{cases}
$$

Thus,

$$
\frac{\mathrm{d}^{2} a_{1,2}}{\mathrm{d} t^{2}} + \left(\frac{\mu_{0} B}{2 \hbar}\right)^{2} a_{1,2} = 0.
$$

The solution is

$$
a_{1,2} = A_{1,2} \mathrm{e}^{\mathrm{i} \omega t} + B_{1,2} \mathrm{e}^{-\mathrm{i} \omega t}, \quad \omega = \frac{\mu_{0} B}{2 \hbar}.
$$

Initial conditions: $a_{1}(0)=1, a_{2}(0)=0$, hence

$$
\frac{\mathrm{d} a_{1}}{\mathrm{d} t}(0) = 0, \quad \frac{\mathrm{d} a_{2}}{\mathrm{d} t}(0) = \mathrm{i} \frac{\mu_{0} B}{2 \hbar} = \mathrm{i} \omega.
$$

Thus,

$$
\begin{cases}
A_{1} + B_{1} = 1, \quad A_{2} + B_{2} = 0 \\
\omega (A_{1} - B_{1}) = 0, \quad \omega (A_{2} - B_{2}) = \omega
\end{cases}
$$

Solving, we find

$$
\begin{cases}
A_{1} = \frac{1}{2}, & A_{2} = \frac{1}{2} \\
B_{1} = \frac{1}{2}, & B_{2} = -\frac{1}{2}
\end{cases}
$$

Therefore,

$$
\binom{a_{1}(t)}{a_{2}(t)} = \binom{\cos \omega t}{i \sin \omega t}.
$$

The eigenstate of $S_{y} = -\frac{1}{2}$ is

$$
\left| S_{y}(-) \right\rangle = \frac{1}{\sqrt{2}} \binom{1}{-i}.
$$

Thus, the probability of measuring $S_{y} = -\frac{1}{2}$ is

$$
P(-) = \left| \left\langle S_{y}(-) \mid \psi(t) \right\rangle \right|^{2} = \frac{1}{2} (1 - \sin 2 \omega t).
$$",\boxed{\frac{1}{2} (1 - \sin 2 \omega t)},EX,,False,EN,Math Derivation
